transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,hour,timeslot
40397,2023-03-10,15:10:30,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,15,Afternoon
40398,2023-03-10,15:10:30,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,15,Afternoon
40399,2023-03-10,15:20:05,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15,Afternoon
40400,2023-03-10,15:20:36,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,15,Afternoon
40401,2023-03-10,15:20:36,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,15,Afternoon
40402,2023-03-10,15:25:29,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,15,Afternoon
40403,2023-03-10,15:27:02,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,15,Afternoon
40404,2023-03-10,15:27:16,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,15,Afternoon
40405,2023-03-10,15:27:16,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,15,Afternoon
40406,2023-03-10,15:28:14,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,15,Afternoon
40407,2023-03-10,15:29:12,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,15,Afternoon
40408,2023-03-10,15:29:12,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,15,Afternoon
40409,2023-03-10,15:33:07,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15,Afternoon
40410,2023-03-10,15:33:07,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,15,Afternoon
40411,2023-03-10,15:36:09,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15,Afternoon
40412,2023-03-10,15:36:09,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,15,Afternoon
40413,2023-03-10,15:40:29,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,15,Afternoon
40414,2023-03-10,15:40:29,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,15,Afternoon
40415,2023-03-10,15:40:29,1,8,Hell's Kitchen,14,8.95,Loose Tea,Black tea,Earl Grey,15,Afternoon
40416,2023-03-10,15:42:45,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,15,Afternoon
40417,2023-03-10,15:44:26,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,15,Afternoon
40418,2023-03-10,15:44:26,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,15,Afternoon
40419,2023-03-10,15:45:08,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,15,Afternoon
40420,2023-03-10,16:00:44,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,16,Afternoon
40421,2023-03-10,16:00:44,1,5,Lower Manhattan,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai,16,Afternoon
40422,2023-03-10,16:03:40,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,16,Afternoon
40423,2023-03-10,16:04:20,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,16,Afternoon
40424,2023-03-10,16:06:33,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,16,Afternoon
40425,2023-03-10,16:06:33,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,16,Afternoon
40426,2023-03-10,16:08:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,16,Afternoon
40427,2023-03-10,16:08:42,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,16,Afternoon
40428,2023-03-10,16:11:02,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
40429,2023-03-10,16:14:52,1,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,16,Afternoon
40430,2023-03-10,16:15:22,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,16,Afternoon
40431,2023-03-10,16:19:11,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,16,Afternoon
40432,2023-03-10,16:19:11,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,16,Afternoon
40433,2023-03-10,16:19:11,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,16,Afternoon
40434,2023-03-10,16:19:12,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,16,Afternoon
40435,2023-03-10,16:19:24,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
40436,2023-03-10,16:20:08,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
40437,2023-03-10,16:23:55,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,16,Afternoon
40438,2023-03-10,16:23:55,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,16,Afternoon
40439,2023-03-10,16:26:35,1,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,16,Afternoon
40440,2023-03-10,16:27:01,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,16,Afternoon
40441,2023-03-10,16:27:06,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
40442,2023-03-10,16:27:55,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,16,Afternoon
40443,2023-03-10,16:29:24,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,16,Afternoon
40444,2023-03-10,16:29:35,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,16,Afternoon
40445,2023-03-10,16:29:53,1,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,16,Afternoon
40446,2023-03-10,16:31:25,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,16,Afternoon
40447,2023-03-10,16:35:28,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,16,Afternoon
40448,2023-03-10,16:41:07,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,16,Afternoon
40449,2023-03-10,16:41:07,2,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,16,Afternoon
40450,2023-03-10,16:41:09,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
40451,2023-03-10,16:41:22,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,16,Afternoon
40452,2023-03-10,16:42:00,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,16,Afternoon
40453,2023-03-10,16:43:04,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,16,Afternoon
40454,2023-03-10,16:45:01,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,16,Afternoon
40455,2023-03-10,16:45:36,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
40456,2023-03-10,16:46:24,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,16,Afternoon
40457,2023-03-10,16:46:32,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,16,Afternoon
40458,2023-03-10,16:49:21,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,16,Afternoon
40459,2023-03-10,16:51:11,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,16,Afternoon
40460,2023-03-10,16:51:11,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,16,Afternoon
40461,2023-03-10,16:54:35,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,16,Afternoon
40462,2023-03-10,16:56:19,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,16,Afternoon
40463,2023-03-10,16:56:55,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,16,Afternoon
40464,2023-03-10,16:57:30,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,16,Afternoon
40465,2023-03-10,16:57:38,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,16,Afternoon
40466,2023-03-10,17:00:00,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,17,Evening
40467,2023-03-10,17:00:59,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,17,Evening
40468,2023-03-10,17:06:45,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,17,Evening
40469,2023-03-10,17:06:46,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,17,Evening
40470,2023-03-10,17:06:53,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,17,Evening
40471,2023-03-10,17:06:53,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,17,Evening
40472,2023-03-10,17:07:14,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,17,Evening
40473,2023-03-10,17:09:02,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,17,Evening
40474,2023-03-10,17:09:10,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,17,Evening
40475,2023-03-10,17:09:10,1,5,Lower Manhattan,77,3.0,Bakery,Scone,Oatmeal Scone,17,Evening
40476,2023-03-10,17:11:07,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,17,Evening
40477,2023-03-10,17:11:34,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,17,Evening
40478,2023-03-10,17:24:17,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,17,Evening
40479,2023-03-10,17:24:17,1,3,Astoria,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic,17,Evening
40480,2023-03-10,17:24:45,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,17,Evening
40481,2023-03-10,17:30:37,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,17,Evening
40482,2023-03-10,17:34:35,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,17,Evening
40483,2023-03-10,17:37:42,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,17,Evening
40484,2023-03-10,17:39:02,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,17,Evening
40485,2023-03-10,17:41:21,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,17,Evening
40486,2023-03-10,17:45:53,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,17,Evening
40487,2023-03-10,17:46:40,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,17,Evening
40488,2023-03-10,17:48:02,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,17,Evening
40489,2023-03-10,17:50:41,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,17,Evening
40490,2023-03-10,17:50:41,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,17,Evening
40491,2023-03-10,17:54:35,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,17,Evening
40492,2023-03-10,17:55:03,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,17,Evening
40493,2023-03-10,17:55:03,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,17,Evening
40494,2023-03-10,17:57:37,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,17,Evening
40495,2023-03-10,17:59:51,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,17,Evening
40496,2023-03-10,17:59:51,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,17,Evening
40497,2023-03-10,17:59:51,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,17,Evening
40498,2023-03-10,17:59:56,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,17,Evening
40499,2023-03-10,17:59:56,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,17,Evening
40500,2023-03-10,18:02:03,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,18,Evening
40501,2023-03-10,18:02:03,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,18,Evening
40502,2023-03-10,18:03:27,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,18,Evening
40503,2023-03-10,18:04:25,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,18,Evening
40504,2023-03-10,18:04:25,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,18,Evening
40505,2023-03-10,18:04:47,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,18,Evening
40506,2023-03-10,18:04:47,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,18,Evening
40507,2023-03-10,18:08:28,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,18,Evening
40508,2023-03-10,18:11:22,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,18,Evening
40509,2023-03-10,18:11:22,1,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,18,Evening
40510,2023-03-10,18:11:22,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,18,Evening
40511,2023-03-10,18:14:48,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,18,Evening
40512,2023-03-10,18:19:08,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,18,Evening
40513,2023-03-10,18:19:39,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,18,Evening
40514,2023-03-10,18:19:39,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,18,Evening
40515,2023-03-10,18:21:21,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,18,Evening
40516,2023-03-10,18:30:17,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,18,Evening
40517,2023-03-10,18:30:17,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,18,Evening
40518,2023-03-10,18:33:53,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,18,Evening
40519,2023-03-10,18:37:57,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,18,Evening
40520,2023-03-10,18:40:18,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,18,Evening
40521,2023-03-10,18:42:37,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,18,Evening
40522,2023-03-10,18:43:30,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,18,Evening
40523,2023-03-10,18:43:30,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,18,Evening
40524,2023-03-10,18:49:59,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,18,Evening
40525,2023-03-10,18:51:21,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,18,Evening
40526,2023-03-10,18:51:21,1,3,Astoria,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,18,Evening
40527,2023-03-10,18:51:50,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,18,Evening
40528,2023-03-10,18:51:50,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,18,Evening
40529,2023-03-10,18:55:07,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,18,Evening
40530,2023-03-10,18:55:07,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,18,Evening
40531,2023-03-10,18:55:13,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,18,Evening
40532,2023-03-10,19:06:16,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,19,Evening
40533,2023-03-10,19:15:28,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,19,Evening
40534,2023-03-10,19:15:28,1,3,Astoria,8,45.0,Coffee beans,Premium Beans,Civet Cat,19,Evening
40535,2023-03-10,19:28:25,1,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,19,Evening
40536,2023-03-10,19:29:19,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,19,Evening
40537,2023-03-10,19:29:25,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,19,Evening
40538,2023-03-10,19:30:24,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,19,Evening
40539,2023-03-10,19:31:22,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,19,Evening
40540,2023-03-10,19:32:38,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,19,Evening
40541,2023-03-10,19:40:16,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,19,Evening
40542,2023-03-10,19:42:56,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,19,Evening
40543,2023-03-10,19:51:55,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,19,Evening
40544,2023-03-10,19:51:55,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,19,Evening
40545,2023-03-10,19:51:55,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint,19,Evening
40546,2023-03-10,19:53:57,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,19,Evening
40547,2023-03-10,19:53:57,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,19,Evening
40548,2023-03-10,19:54:02,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,19,Evening
40549,2023-03-10,19:54:02,1,3,Astoria,13,8.95,Loose Tea,Black tea,English Breakfast,19,Evening
40550,2023-03-10,19:58:54,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,19,Evening
40551,2023-03-10,19:58:54,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,19,Evening
40552,2023-03-10,19:59:12,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,19,Evening
40553,2023-03-11,06:00:05,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6,Morning
40554,2023-03-11,06:01:29,2,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,Morning
40555,2023-03-11,06:01:29,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,6,Morning
40556,2023-03-11,06:01:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,6,Morning
40557,2023-03-11,06:01:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,6,Morning
40558,2023-03-11,06:03:44,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,6,Morning
40559,2023-03-11,06:04:41,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,6,Morning
40560,2023-03-11,06:04:41,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,6,Morning
40561,2023-03-11,06:04:41,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,6,Morning
40562,2023-03-11,06:04:45,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,6,Morning
40563,2023-03-11,06:06:29,2,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6,Morning
40564,2023-03-11,06:07:24,1,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6,Morning
40565,2023-03-11,06:09:08,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,6,Morning
40566,2023-03-11,06:10:04,1,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6,Morning
40567,2023-03-11,06:11:41,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,6,Morning
40568,2023-03-11,06:16:59,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,6,Morning
40569,2023-03-11,06:17:15,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,Morning
40570,2023-03-11,06:18:42,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,6,Morning
40571,2023-03-11,06:20:25,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,6,Morning
40572,2023-03-11,06:20:25,3,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,6,Morning
40573,2023-03-11,06:21:21,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,6,Morning
40574,2023-03-11,06:23:18,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,6,Morning
40575,2023-03-11,06:27:08,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,6,Morning
40576,2023-03-11,06:31:48,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,6,Morning
40577,2023-03-11,06:31:49,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6,Morning
40578,2023-03-11,06:31:49,2,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup,6,Morning
40579,2023-03-11,06:37:05,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,6,Morning
40580,2023-03-11,06:37:05,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,6,Morning
40581,2023-03-11,06:37:12,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,6,Morning
40582,2023-03-11,06:37:20,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,6,Morning
40583,2023-03-11,06:38:18,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6,Morning
40584,2023-03-11,06:40:47,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,6,Morning
40585,2023-03-11,06:41:15,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,6,Morning
40586,2023-03-11,06:41:15,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,6,Morning
40587,2023-03-11,06:44:24,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,6,Morning
40588,2023-03-11,06:44:54,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,6,Morning
40589,2023-03-11,06:46:40,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,6,Morning
40590,2023-03-11,06:46:40,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,6,Morning
40591,2023-03-11,06:49:49,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,6,Morning
40592,2023-03-11,06:49:59,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,6,Morning
40593,2023-03-11,06:49:59,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,6,Morning
40594,2023-03-11,06:49:59,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,6,Morning
40595,2023-03-11,06:50:54,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,Morning
40596,2023-03-11,06:51:47,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,6,Morning
40597,2023-03-11,06:51:47,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,6,Morning
40598,2023-03-11,06:53:57,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6,Morning
40599,2023-03-11,06:54:14,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,6,Morning
40600,2023-03-11,06:55:02,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,6,Morning
40601,2023-03-11,06:56:59,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,6,Morning
40602,2023-03-11,06:57:04,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,Morning
40603,2023-03-11,06:57:04,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,6,Morning
40604,2023-03-11,06:57:04,1,8,Hell's Kitchen,17,9.5,Loose Tea,Chai tea,Morning Sunrise Chai,6,Morning
40605,2023-03-11,06:59:28,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,6,Morning
40606,2023-03-11,07:00:05,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,7,Morning
